ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=403c866fc5f43cc3,DGIST 미래자동차융합연구센터 계약직 연구원 공개 초빙 공고,대구경북과학기술원 대구 현풍면,,"Dataset구축기술(Annotation Tool 개발 등) 우대 사항 - S/W개발능력, C,C++, Python, Linux환경 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경력자 - Open Framework..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=c1e7f169dffbff62,(주)엘솔루 R&D본부 ASR팀 개발직,㈜엘솔루 서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.0 성남 판교역,,"지원자격 개발 경력 3년 이상 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
https://kr.indeed.com/viewjob?jk=68486bb7da29a05b,Application Engineer Consultant - HAV,Mentor Graphics (Korea) LLC 4.0 경기도 성남,,"Proficient in scripting languages used today. (e.g., Perl, Python, various shell scripts/Makefiles, XML, JSON, etc.) Good..."
https://kr.indeed.com/viewjob?jk=e393fa440b668be7,Data Analyst,Toss 서울 강남구,,"소지하신 분 혹은 경험이 풍부하신 분 - Data Warehouse 구축 지식이나 경험이 있으신 분 - Python, R, Spark 등 언어 및 데이터 프로세싱 프레임워크에 대한 이해도가 높은 분 - 필요한 데이터를 스스로..."
https://kr.indeed.com/viewjob?jk=bc4c4f6e75fc8a77,(주)쓰리에치솔루션 부문별 신입/경력 직원,쓰리에치솔루션 청주 흥덕구,,요건] 인공지능 관련 과목을 이수하여 논문을 이해하고 구현이 가능한자 Python 프로그래밍 가능자 Tensorflow / Pytorch 이용한 프로... hyperledger 경험자 Python이나 Node.js를 이용한 WEB...
https://kr.indeed.com/viewjob?jk=7c19ff88836f8869,고등광기술연구소 전문연구요원,광주과학기술원 광주 북구,,"고출력 펄스형/극초단 광섬유 레이저, 레이저/고암섬유 레이저, 레이저 인공지능 융합연구, matlab/ python/ FPGA / Raspberry Pi 등 (경험자 우대) 우대사항 ① 국가보훈대상자(취업보호대상자) 및..."
https://kr.indeed.com/viewjob?jk=e102ecd63f16bc51,[유명 신용카드사] DW 개발 및 운영 (과장급),제이앤피에이치알컨설팅 서울,,"Presto 등 Hadoop Ecosystem의 이해 필요 - JAVA, Python 개발 경험자 - 프레임워크 외 오픈소스 도입 등의 유연한 사고... 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
https://kr.indeed.com/viewjob?jk=28b676c81d7ef247,OPC Applications Engineer,Synopsys 경기도 성남,,"skills, including Windows, Linux, scripting (e.g. TCL, Python, Perl) and programming skills. Experience with MATLAB or TCL..."
https://kr.indeed.com/viewjob?jk=e631d46f39019d13,각 분야별 인재 Pool 등록,지투알 서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 업무내용..."
https://kr.indeed.com/viewjob?jk=fe70e0dc6af141b8,경영전략/Data Scientist 경력인재 - 글로벌 우량대기업,에스에프인촌 서울,,업무 유경험자 (1) 데이터 분석/모델링 수행업무 유경험자 - R/ Python/SAS 등의 분석 Tool을 활용하여 정형/비정형 데이터 분석 수행... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss 서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
https://kr.indeed.com/viewjob?jk=2459b164bb22d0f4,DGIST 미래자동차융합연구센터 계약직 연구원 및 박사후연수연구원 공개...,대구경북과학기술원 대구 현풍면,,"사항 - S/W개발능력, C,C++, Python,Matlab 등 능숙자... Software 개발 우대 사항 - S/W개발능력, C,C++, Python, Linux환경 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=d748c217f78dbd58,DBA 엔지니어,쏘카 대한민국,,"시계열 데이터베이스(InfluxDB) 구축 및 운영 경험이 있으신 분 • 자동화를 위한 스크립트(Shell, Python, Ansible) 지식을 보유하신 분 • 새로운 기술 도입에 대한 오픈 마인드를 갖고 계신 분 전형절차..."
https://kr.indeed.com/viewjob?jk=52eb328c47ef1e84,AI / Big Data Research - 산업용 인공지능 연구자,몬드리안에이아이 인천 연수구,,"이력서 등록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 인공지능(AI).빅데이터인공지능(AI), 빅데이터, 머신러닝, DataAnalysis, Python 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=46975ee759c13b8a,데이터 분석/처리 플랫폼 개발,NHN 4.4 성남 판교역,,"데이터 수집, 처리 및 지표 분석 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨어 개발 역량 - 통계분석..."
https://kr.indeed.com/viewjob?jk=6b65e8aeb42661de,블록체인 노드 DevOps(구축 및 운영) 담당자 (경력),네오위즈 대한민국,,Linux 시스템을 구축 및 운영해 본 경험이 있는 분 - 인프라 관리 업무 자동화를 할 수 있는 분 ( Python or Go) ㄴ 또는 Shell Script(Bash or Perl script) 작성이 가능한 분...
https://kr.indeed.com/viewjob?jk=1748baa27965fdbf,"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터 대전 중구,,1년 이상의 서버 개발 경험 · 아래 옵션 중 하나의 기술 스택 사용 - JAVA기반의 Spring - Python 기반의 Django - Ruby 기반의 Rails 우대사항 · 팀단위로 프로젝트를 수주해본 적 있는...
https://kr.indeed.com/viewjob?jk=5fabc892216e1c62,Business Data Analyst,PUBG 서울,,"analytics... digital, consumer facing company • Knowledge of Python and Spark • Experience with large individual customer..."
https://kr.indeed.com/viewjob?jk=7d4bc2a107c6669b,Customer Engineer,Microsoft 4.2 서울,,least 5 years welcome experience in model development using python or R. Experience in migrating from one database to another...
https://kr.indeed.com/viewjob?jk=b4c6146c52b4dc2b,(주)테라젠바이오 데이터과제팀 계약직,테라젠바이오 수원 영통구,,"등 한 가지 이상의 Back-end Framework 경험 - Git 등의 협업 툴 사용 우대사항: - Python 사용 경험 - Linux 숙련자 - 컨테이너(Docker, k8s), 클라우드 경험 0 명 근무조건 고용형태..."
https://kr.indeed.com/viewjob?jk=f19b8cb8881146ea,DGIST-ETH 마이크로로봇연구센터 계약직 연구원 공개 초빙 공고,대구경북과학기술원 대구 현풍면,,"으신 분 우대 MATLAB, Python 등을 사용한 기본적인 프로그래... ANSYS 등) 모델 개발 우대 사항 MATLAB, Python 등을 사용한 기본적인 프로그래밍 경 험자 우대 Fluorescence..."
https://kr.indeed.com/viewjob?jk=d8a8869ab092f731,데이터 엔지니어 및 사이언티스트,카카오 4.0 성남 판교역,,"등 데이터 엔지니어와 사이언티스트의 업무를 경계 없이 수행하게 됩니다. 지원자격 개발 경력 3년 이상 Python, Scala, Java, C++ 중 하나 이상의 언어에 능통 SQL 또는 HiveQL에 능통 대용량 데이..."
https://kr.indeed.com/viewjob?jk=210243e0776dc26f,Data Engineer(신입),PUBG 서울,,"해외 여행에 결격사유가 없고, 한국어 의사소통이 원활하신 분 - 서초 Office 출근이 가능하신 분 - python으로 프로그래밍이 가능하신 분 [우대 사항] - 퍼블릭 클라우드 서비스에서 개발하고 운영 하는 것에 관심..."
https://kr.indeed.com/viewjob?jk=09dc6e4abecbd481,인공지능 교육 컨텐츠 제작자,에이쳐 용인 처인구,,교육컨텐츠 제작 [필요사항] - 학사 이상 - 인공지능 관련 기술에 대한 관심 또는 경험 [우대사항] - Python / Tensorflow / C / C++ / HTML5 / CSS / Java / Javascript 등...
https://kr.indeed.com/viewjob?jk=241ae1e7499c461c,Security Engineer (모의해킹/취약점 점검),Toss 서울 강남구,,"그바운트 경험이 있는 분 - 해킹대회 우승 경력이 있는 분 - 다양한 플랫폼 보안 진단 경험이 있는 분 - Python, C, C++, C#, JAVA 중 프로그래밍 언어에 능숙 하신 분 # 현업 인터뷰 - 결제 산업의 미래..."
https://kr.indeed.com/viewjob?jk=e61c9e2f3acea4ad,[이마트] 이마트 Data Engineer 경력직 모집,신세계 4.5 대한민국,,"ㆍ빅데이터 인프라 구축 및 운영(AWS, GCP 인프라 운영 및 모니터링) 자격요건 ㆍ학사 이상 ㆍ Python/Java/Go 중 하나이상의 언어에 능숙한 분 ㆍ해당 경력 2년차 이상 또는 이에 상응하는 업무 능력 보유..."
https://kr.indeed.com/viewjob?jk=3d9767102d05d20c,에이테크 함께할 R&D연구원(석사),에이테크 울산 중구,,"- 기본 데이터를 사용하기 위한 프로그램 사용 가능자 ( Python, C++, Tensorflow, Keras, OpenCV 등 실무 이해 가능자) - 머신러닝/딥러닝에 대한 폭넓은 기본지식 보유자 (데이터 분석 및 모델링 능력..."
https://kr.indeed.com/viewjob?jk=b5d0fb51bc768703,Deep Learning Systems Research Engineer...,Qualcomm Korea YH 서울,,"PyTorch, TensorFlow... Good programming skills in Python/C/C++ - Good communication and presentation skills Preferred..."
https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6,MongoDB Engineer 모집,카카오 4.0 성남 판교역,,수 있는 분 Linux/Network에 대한 기초 지식이 있는 분 우대 사항 C/C++ 또는 Python 언어를 이용한 프로그램 개발(프로젝트) 경험이 있는 분 MongoDB 트러블 슈팅 경험이 있는 분 MongoDB...
https://kr.indeed.com/viewjob?jk=4ec305f59ce64060,게임이상탐지 분석/개발,Nexon 성남 분당구,,"기법 적용에 필요한 프로그래밍 능력 ( Python) - SQL 활용 능력... 대시보드 개발 능력 솔루션 개발자 - 한 가지 이상의 개발 언어( Python, Java, Scala)에 숙련된 프로그래밍 능력 - Linux..."
https://kr.indeed.com/viewjob?jk=9dad04b0ae0c86d7,시스템 엔지니어,아프리카TV 경기도 성남,,"도입 및 개발/운영 [자격요건] - 리눅스/윈도우에 대한 이해도가 높고 지금도 노력중이신 분 - python 포함 프로그래밍을 즐거워 하시는 분 [우대사항] - docker, Kuvernetes 인프라 구축/운영..."
https://kr.indeed.com/viewjob?jk=f964e99e6b8e39e1,"웹, 앱 플랫폼 개발자 신입/경력 계약직",㈜AI4Blockchain 안산 상록구,"연봉 21,870,000원 - 25,000,000원",게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=7af6301dc691d3ab,Data Scientist,Toss 서울 강남구,,"실무 경험 5년 이상 갖추신 분 - 실제 서비스 데이터를 이용한 분석모델 개발 경험이 있으신 분 - R, Python, Scala, SQL 등 데이터 분석의 업무를 수행할 수 있는 하나 이상의 개발 언어에 능숙하신 분 #..."
https://kr.indeed.com/viewjob?jk=b2661d357cf26c8f,플랫폼쉴드 시스템 개발,Nexon 성남 분당구,,"IP, 평판 등의 정보) 지원자격 - 전체 개발 경력 3~5년 - Python, Go 개발경력 우대(팀 내부 주 개발 언어가 Go, Python) - 비동기, 병렬처리 프로그래밍 기술 - OS, DB, H/W, 네트워..."
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),8퍼센트 서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
https://kr.indeed.com/viewjob?jk=5cb14c0712a6c4c1,시스템 엔지니어링,NHN 4.4 성남 판교역,,"Windows OS 스킬 보유 및 X86 서버 운영 경험 보유 - 기본적인 운영도구 개발 가능자 * Python, Django, JAVA - 웹 서비스 또는 플랫폼 개발 경력 보유자 - OpenStack 기반의..."
https://kr.indeed.com/viewjob?jk=85687b250386c4be,qe 소프트웨어 엔지니어,에이치알 코리아 대한민국,,"process improvements • Strong scripting experience with Python, Shell Scripts, Ruby, etc. • Ability to code competently..."
https://kr.indeed.com/viewjob?jk=741cc6ac364ea9be,Internal Infra Engineer,Toss 서울 강남구,,분 # 우대 사항 - Nutanix/VMWare 구축 운영 경험이 있으신 분 - Powershell 또는 Python 등을 사용한 시스템 관리 자동화 경험이 있으신 분 - 100명 이상 규모의 L3/L4 네트워크 관리 또는...
https://kr.indeed.com/viewjob?jk=e27c921dfbf357ac,네이버 클라우드 플랫폼 기술지원,NIT Service 성남 삼평동,,"클라우드 서비스 운영 경험 (AWS, Azure, KT Cloud 등) - Shell Script, Python 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거 우대 (※입사지원 시 보훈/장애사항 체크 필수..."
https://kr.indeed.com/viewjob?jk=5a728bed516104a3,[대기업] 시스템 개발 경력 (Rest API 개발 등),에이치알 컨설팅 대한민국,,"라우저 개발 경험 (JavaScript, jQuery, Angular, Vue 등 ) -. 서버 개발 경험 ( Python, Node 등 ), 데이터베이스 개발 경험 (Oracle, SQLite, MongoDB 등 ), Git..."
https://kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df,카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오 4.0 성남 판교역,,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
https://kr.indeed.com/viewjob?jk=ffac42e32db26233,Lead Product Engineer - Liberate,Cadence Design Systems 경기도,,"problems and propose solution Automation skills using Tcl, Python, Perl and shell scripting Bachelor/Master in EE with 5+..."
https://kr.indeed.com/viewjob?jk=969d5d92ff231296,[대기업 통신사] 데이터 사이언티스트 초빙,TrueHR 서울 용산구,,"모델링 Tool(R, SAS, Python 등) 석사 출신 우대 ADP... Google Analytics), 분석, 모델링 Tool(R, SAS, Python 등) 석사 출신 우대 ADP 소유자 우대 0 명 근무조건 고용형태..."
https://kr.indeed.com/viewjob?jk=86940003c157ab95,[정보보안] 보안기반 분석 개발 담당자 모집,엔씨소프트 2.7 성남 판교역,,"이기종 보안시스템의 운영업무 자동화 개발 지원자격 학력 : 무관 경력기간 : 2년 ~ 10년 필수조건 - Python 프로그래밍 언어로 개발이 가능하며, 오픈소스를 활용한 개발이 가능한 분 - 보안솔루션의 동작 원리와 연동..."
https://kr.indeed.com/viewjob?jk=f60d5b0a64651b6e,(주)엘솔루 웹 개발자,㈜엘솔루 서울,,Javascript / React / Python / NodeJS 개발... Stack 개발 유경험자 ㆍJavascript / React / Python / NodeJS 개발 유경험자 ㆍHTML 5 개발 가능자(필수) 1명...
https://kr.indeed.com/viewjob?jk=c18e6a77fd6894b7,NICLAB과 함께 성장할 금융인공지능 연구개발 팀원,닉컴퍼니 서울 영등포구,,"록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JSP, JAVA, Python 응용프로그래머응용프로그래머, C, C++, Java 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
